Timestamp;ObjectName;ID;correct;scene;PlaceInOrder;condition
444.81;ERPTagsW 1 ERPFlashTag2D (3) ERPFlashTagFeedback;10PE77;1;2;1;gamified
453.68;ERPTagsW 2 ERPFlashTag2D (3) ERPFlashTagFeedback;10PE77;1;2;1;gamified
461.34;ERPTagsW 3 ERPFlashTag2D (2) ERPFlashTagFeedback;10PE77;1;2;1;gamified
470.24;ERPTagsW 4 ERPFlashTag2D (4) ERPFlashTagFeedback;10PE77;1;2;1;gamified
476.49;ERPTagsW 5 ERPFlashTag2D (3) ERPFlashTagFeedback;10PE77;0;2;1;gamified
478.28;ERPTagsW 5 ERPFlashTag2D (1) ERPFlashTagFeedback;10PE77;1;2;1;gamified
486.47;ERPTagsW 6 ERPFlashTag2D (2) ERPFlashTagFeedback;10PE77;1;2;1;gamified
493.99;ERPTagsW 7 ERPFlashTag2D (1) ERPFlashTagFeedback;10PE77;0;2;1;gamified
495.29;ERPTagsW 7 ERPFlashTag2D (3) ERPFlashTagFeedback;10PE77;1;2;1;gamified
501.79;ERPTagsW 8 ERPFlashTag2D (1) ERPFlashTagFeedback;10PE77;1;2;1;gamified
